owner,duration,startDate,amount
0xCF6A454c7B612E0EBDAD14aD512aC10E36aeB296,208,2022-09-01T10:00:00+00:00,694.2
0x7a9af6Ef9197041A5841e84cB27873bEBd3486E2,208,2022-09-01T10:00:00+00:00,694.2
0x15FC97934BD2D140cd1CCBf7B164DEc7fF64E667,208,2022-09-01T10:00:00+00:00,694.2
0x0fF7Bd21350ccf2849c828E4eABEC45Ad275C0e7,208,2022-09-01T10:00:00+00:00,694.2
0xF979f34D16d865f51e2eC7baDEde4f3735DaFb7d,208,2022-09-01T10:00:00+00:00,694.2
0xc11ab75bAd833237652f339228ee834bb782366B,208,2022-09-01T10:00:00+00:00,694.2
0x2a73e61bd15b25B6958b4DA3bfc759ca4db249b9,208,2022-09-01T10:00:00+00:00,694.2
0xa5Da9b063ff2D168Ce06333E5225fbE1Ba647bf4,208,2022-09-01T10:00:00+00:00,694.2
0x043e8E000B0c1145A0929c8aa1C0275fc35D82B9,208,2022-09-01T10:00:00+00:00,694.2
0x0916CdBC82Ce137dE8117dBA45c16acBDFB65BbA,208,2022-09-01T10:00:00+00:00,694.2
0x0A64A32c010aa70fe79Ac32acAeFF0B3a7EE76b3,208,2022-09-01T10:00:00+00:00,694.2
0x0e4eF8824247Dd4a436b17E446830e8d9f0e6099,208,2022-09-01T10:00:00+00:00,694.2
0xD628154EA41569AadD69fD4C9b6dC8135Ec63aA1,208,2022-09-01T10:00:00+00:00,694.2
0xC95a07F7ec3c5E64fA0ddbf744C619c34619Fe77,208,2022-09-01T10:00:00+00:00,694.2
0x58C27Fec0dA2C44d5d9b518B5a16926e4874Da0e,208,2022-09-01T10:00:00+00:00,694.2
